,ACTION-BUFFER-SIZE,ARK2,CLIP-REWARD,DISCOUNT,ENV,EPS-DECAY,EPSILON,EXPLORE,FRAMESTACK,K_ACT,K_EXP,M,PROJECTION,Reward,SEED,STATE-DIM,STICKY-ACTIONS,Step,TIME-SIG,Unnamed: 0,human,normalized_reward,rainbow,random,simple
382,80000.0,1304.0,False,0.95,asterix,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2200.0,0.0,250.0,False,77500,100.0,382,8503.3,0.2399527329289909,470.8,210.0,1128.3
383,80000.0,1304.0,False,0.95,asterix,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,1940.0,0.0,250.0,False,80000,100.0,383,8503.3,0.20860212460661015,470.8,210.0,1128.3
384,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3.333333333333333,2.0,250.0,False,2500,100.0,384,753.1,-0.014706545766229082,51.0,14.2,34.2
385,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4.0,2.0,250.0,False,5000,100.0,385,753.1,-0.013804303694681282,51.0,14.2,34.2
386,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,14.0,2.0,250.0,False,7500,100.0,386,753.1,-0.0002706726214643379,51.0,14.2,34.2
387,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,24.0,2.0,250.0,False,10000,100.0,387,753.1,0.013262958451752606,51.0,14.2,34.2
388,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,28.0,2.0,250.0,False,12500,100.0,388,753.1,0.018676410881039385,51.0,14.2,34.2
389,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,34.0,2.0,250.0,False,15000,100.0,389,753.1,0.02679658952496955,51.0,14.2,34.2
390,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,20.0,2.0,250.0,False,17500,100.0,390,753.1,0.00784950602246583,51.0,14.2,34.2
391,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,24.0,2.0,250.0,False,20000,100.0,391,753.1,0.013262958451752606,51.0,14.2,34.2
392,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,30.0,2.0,250.0,False,22500,100.0,392,753.1,0.02138313709568277,51.0,14.2,34.2
393,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,26.0,2.0,250.0,False,25000,100.0,393,753.1,0.015969684666395995,51.0,14.2,34.2
394,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,28.0,2.0,250.0,False,27500,100.0,394,753.1,0.018676410881039385,51.0,14.2,34.2
395,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,30.0,2.0,250.0,False,30000,100.0,395,753.1,0.02138313709568277,51.0,14.2,34.2
396,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,30.0,2.0,250.0,False,32500,100.0,396,753.1,0.02138313709568277,51.0,14.2,34.2
397,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,34.0,2.0,250.0,False,35000,100.0,397,753.1,0.02679658952496955,51.0,14.2,34.2
398,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,34.0,2.0,250.0,False,37500,100.0,398,753.1,0.02679658952496955,51.0,14.2,34.2
399,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,38.0,2.0,250.0,False,40000,100.0,399,753.1,0.03221004195425633,51.0,14.2,34.2
400,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,48.0,2.0,250.0,False,42500,100.0,400,753.1,0.04574367302747327,51.0,14.2,34.2
401,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,38.0,2.0,250.0,False,45000,100.0,401,753.1,0.03221004195425633,51.0,14.2,34.2
402,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,34.0,2.0,250.0,False,47500,100.0,402,753.1,0.02679658952496955,51.0,14.2,34.2
403,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,44.0,2.0,250.0,False,50000,100.0,403,753.1,0.040330220598186486,51.0,14.2,34.2
404,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,58.0,2.0,250.0,False,52500,100.0,404,753.1,0.05927730410069021,51.0,14.2,34.2
405,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,38.0,2.0,250.0,False,55000,100.0,405,753.1,0.03221004195425633,51.0,14.2,34.2
406,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,62.0,2.0,250.0,False,57500,100.0,406,753.1,0.06469075652997701,51.0,14.2,34.2
407,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,66.0,2.0,250.0,False,60000,100.0,407,753.1,0.07010420895926378,51.0,14.2,34.2
408,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,54.0,2.0,250.0,False,62500,100.0,408,753.1,0.05386385167140344,51.0,14.2,34.2
409,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,60.0,2.0,250.0,False,65000,100.0,409,753.1,0.0619840303153336,51.0,14.2,34.2
410,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,62.0,2.0,250.0,False,67500,100.0,410,753.1,0.06469075652997701,51.0,14.2,34.2
411,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,60.0,2.0,250.0,False,70000,100.0,411,753.1,0.0619840303153336,51.0,14.2,34.2
412,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,50.0,2.0,250.0,False,72500,100.0,412,753.1,0.048450399242116665,51.0,14.2,34.2
413,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,70.0,2.0,250.0,False,75000,100.0,413,753.1,0.07551766138855055,51.0,14.2,34.2
414,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,70.0,2.0,250.0,False,77500,100.0,414,753.1,0.07551766138855055,51.0,14.2,34.2
415,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,72.0,2.0,250.0,False,80000,100.0,415,753.1,0.07822438760319393,51.0,14.2,34.2
416,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,23.33333333333333,1.0,250.0,False,2500,100.0,416,753.1,0.012360716380204804,51.0,14.2,34.2
417,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,20.0,1.0,250.0,False,5000,100.0,417,753.1,0.00784950602246583,51.0,14.2,34.2
418,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,20.0,1.0,250.0,False,7500,100.0,418,753.1,0.00784950602246583,51.0,14.2,34.2
419,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,16.0,1.0,250.0,False,10000,100.0,419,753.1,0.002436053593179051,51.0,14.2,34.2
420,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,28.0,1.0,250.0,False,12500,100.0,420,753.1,0.018676410881039385,51.0,14.2,34.2
421,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,42.0,1.0,250.0,False,15000,100.0,421,753.1,0.037623494383543114,51.0,14.2,34.2
422,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,30.0,1.0,250.0,False,17500,100.0,422,753.1,0.02138313709568277,51.0,14.2,34.2
423,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,56.0,1.0,250.0,False,20000,100.0,423,753.1,0.05657057788604682,51.0,14.2,34.2
424,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,52.0,1.0,250.0,False,22500,100.0,424,753.1,0.05115712545676005,51.0,14.2,34.2
425,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,46.0,1.0,250.0,False,25000,100.0,425,753.1,0.043036946812829886,51.0,14.2,34.2
426,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,48.0,1.0,250.0,False,27500,100.0,426,753.1,0.04574367302747327,51.0,14.2,34.2
427,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,54.0,1.0,250.0,False,30000,100.0,427,753.1,0.05386385167140344,51.0,14.2,34.2
428,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,60.0,1.0,250.0,False,32500,100.0,428,753.1,0.0619840303153336,51.0,14.2,34.2
429,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,64.0,1.0,250.0,False,35000,100.0,429,753.1,0.06739748274462037,51.0,14.2,34.2
430,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,68.0,1.0,250.0,False,37500,100.0,430,753.1,0.07281093517390716,51.0,14.2,34.2
431,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,56.0,1.0,250.0,False,40000,100.0,431,753.1,0.05657057788604682,51.0,14.2,34.2
432,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,66.0,1.0,250.0,False,42500,100.0,432,753.1,0.07010420895926378,51.0,14.2,34.2
433,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,66.0,1.0,250.0,False,45000,100.0,433,753.1,0.07010420895926378,51.0,14.2,34.2
434,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,82.0,1.0,250.0,False,47500,100.0,434,753.1,0.09175801867641087,51.0,14.2,34.2
435,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,74.0,1.0,250.0,False,50000,100.0,435,753.1,0.08093111381783732,51.0,14.2,34.2
436,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,84.0,1.0,250.0,False,52500,100.0,436,753.1,0.09446474489105428,51.0,14.2,34.2
437,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,86.0,1.0,250.0,False,55000,100.0,437,753.1,0.09717147110569764,51.0,14.2,34.2
438,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,104.0,1.0,250.0,False,57500,100.0,438,753.1,0.12153200703748815,51.0,14.2,34.2
439,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,112.0,1.0,250.0,False,60000,100.0,439,753.1,0.13235891189606172,51.0,14.2,34.2
440,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,122.0,1.0,250.0,False,62500,100.0,440,753.1,0.14589254296927867,51.0,14.2,34.2
441,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,128.0,1.0,250.0,False,65000,100.0,441,753.1,0.15401272161320884,51.0,14.2,34.2
442,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,162.0,1.0,250.0,False,67500,100.0,442,753.1,0.20002706726214645,51.0,14.2,34.2
443,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,182.0,1.0,250.0,False,70000,100.0,443,753.1,0.22709432940858035,51.0,14.2,34.2
444,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,194.0,1.0,250.0,False,72500,100.0,444,753.1,0.2433346866964407,51.0,14.2,34.2
445,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,194.0,1.0,250.0,False,75000,100.0,445,753.1,0.2433346866964407,51.0,14.2,34.2
446,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,194.0,1.0,250.0,False,77500,100.0,446,753.1,0.2433346866964407,51.0,14.2,34.2
447,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,194.0,1.0,250.0,False,80000,100.0,447,753.1,0.2433346866964407,51.0,14.2,34.2
448,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,10.0,0.0,250.0,False,2500,100.0,448,753.1,-0.005684125050751116,51.0,14.2,34.2
449,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6.0,0.0,250.0,False,5000,100.0,449,753.1,-0.011097577480037894,51.0,14.2,34.2
450,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,10.0,0.0,250.0,False,7500,100.0,450,753.1,-0.005684125050751116,51.0,14.2,34.2
451,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,22.0,0.0,250.0,False,10000,100.0,451,753.1,0.010556232237109218,51.0,14.2,34.2
452,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,24.0,0.0,250.0,False,12500,100.0,452,753.1,0.013262958451752606,51.0,14.2,34.2
453,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,24.0,0.0,250.0,False,15000,100.0,453,753.1,0.013262958451752606,51.0,14.2,34.2
454,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,34.0,0.0,250.0,False,17500,100.0,454,753.1,0.02679658952496955,51.0,14.2,34.2
455,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,34.0,0.0,250.0,False,20000,100.0,455,753.1,0.02679658952496955,51.0,14.2,34.2
456,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,44.0,0.0,250.0,False,22500,100.0,456,753.1,0.040330220598186486,51.0,14.2,34.2
457,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,40.0,0.0,250.0,False,25000,100.0,457,753.1,0.03491676816889972,51.0,14.2,34.2
458,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,44.0,0.0,250.0,False,27500,100.0,458,753.1,0.040330220598186486,51.0,14.2,34.2
459,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,48.0,0.0,250.0,False,30000,100.0,459,753.1,0.04574367302747327,51.0,14.2,34.2
460,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,48.0,0.0,250.0,False,32500,100.0,460,753.1,0.04574367302747327,51.0,14.2,34.2
461,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,42.0,0.0,250.0,False,35000,100.0,461,753.1,0.037623494383543114,51.0,14.2,34.2
462,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,46.0,0.0,250.0,False,37500,100.0,462,753.1,0.043036946812829886,51.0,14.2,34.2
463,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,42.0,0.0,250.0,False,40000,100.0,463,753.1,0.037623494383543114,51.0,14.2,34.2
464,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,48.0,0.0,250.0,False,42500,100.0,464,753.1,0.04574367302747327,51.0,14.2,34.2
465,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,52.0,0.0,250.0,False,45000,100.0,465,753.1,0.05115712545676005,51.0,14.2,34.2
466,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,68.0,0.0,250.0,False,47500,100.0,466,753.1,0.07281093517390716,51.0,14.2,34.2
467,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,66.0,0.0,250.0,False,50000,100.0,467,753.1,0.07010420895926378,51.0,14.2,34.2
468,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,56.0,0.0,250.0,False,52500,100.0,468,753.1,0.05657057788604682,51.0,14.2,34.2
469,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,62.0,0.0,250.0,False,55000,100.0,469,753.1,0.06469075652997701,51.0,14.2,34.2
470,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,70.0,0.0,250.0,False,57500,100.0,470,753.1,0.07551766138855055,51.0,14.2,34.2
471,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,68.0,0.0,250.0,False,60000,100.0,471,753.1,0.07281093517390716,51.0,14.2,34.2
472,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,64.0,0.0,250.0,False,62500,100.0,472,753.1,0.06739748274462037,51.0,14.2,34.2
473,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,54.0,0.0,250.0,False,65000,100.0,473,753.1,0.05386385167140344,51.0,14.2,34.2
474,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,62.0,0.0,250.0,False,67500,100.0,474,753.1,0.06469075652997701,51.0,14.2,34.2
475,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,70.0,0.0,250.0,False,70000,100.0,475,753.1,0.07551766138855055,51.0,14.2,34.2
476,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,64.0,0.0,250.0,False,72500,100.0,476,753.1,0.06739748274462037,51.0,14.2,34.2
477,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,60.0,0.0,250.0,False,75000,100.0,477,753.1,0.0619840303153336,51.0,14.2,34.2
478,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,80.0,0.0,250.0,False,77500,100.0,478,753.1,0.08905129246176749,51.0,14.2,34.2
479,80000.0,111.2,False,0.95,bank_heist,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,90.0,0.0,250.0,False,80000,100.0,479,753.1,0.10258492353498444,51.0,14.2,34.2
480,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2000.0,0.0,250.0,False,2500,100.0,480,37187.5,-0.010336659249156558,10124.6,2360.0,4031.2
481,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2000.0,0.0,250.0,False,5000,100.0,481,37187.5,-0.010336659249156558,10124.6,2360.0,4031.2
482,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2800.0,0.0,250.0,False,7500,100.0,482,37187.5,0.012633694637858014,10124.6,2360.0,4031.2
483,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3000.0,0.0,250.0,False,10000,100.0,483,37187.5,0.018376283109611657,10124.6,2360.0,4031.2
484,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2800.0,0.0,250.0,False,12500,100.0,484,37187.5,0.012633694637858014,10124.6,2360.0,4031.2
485,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2800.0,0.0,250.0,False,15000,100.0,485,37187.5,0.012633694637858014,10124.6,2360.0,4031.2
486,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6400.0,0.0,250.0,False,17500,100.0,486,37187.5,0.1160002871294236,10124.6,2360.0,4031.2
487,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5800.0,0.0,250.0,False,20000,100.0,487,37187.5,0.09877252171416266,10124.6,2360.0,4031.2
488,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5200.0,0.0,250.0,False,22500,100.0,488,37187.5,0.08154475629890172,10124.6,2360.0,4031.2
489,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3800.0,0.0,250.0,False,25000,100.0,489,37187.5,0.04134663699662623,10124.6,2360.0,4031.2
490,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3600.0,0.0,250.0,False,27500,100.0,490,37187.5,0.03560404852487259,10124.6,2360.0,4031.2
491,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3400.0,0.0,250.0,False,30000,100.0,491,37187.5,0.029861460053118943,10124.6,2360.0,4031.2
492,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6200.0,0.0,250.0,False,32500,100.0,492,37187.5,0.11025769865766996,10124.6,2360.0,4031.2
493,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,6800.0,0.0,250.0,False,35000,100.0,493,37187.5,0.12748546407293088,10124.6,2360.0,4031.2
494,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4200.0,0.0,250.0,False,37500,100.0,494,37187.5,0.05283181394013352,10124.6,2360.0,4031.2
495,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4200.0,0.0,250.0,False,40000,100.0,495,37187.5,0.05283181394013352,10124.6,2360.0,4031.2
496,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5400.0,0.0,250.0,False,42500,100.0,496,37187.5,0.08728734477065538,10124.6,2360.0,4031.2
497,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4000.0,0.0,250.0,False,45000,100.0,497,37187.5,0.04708922546837988,10124.6,2360.0,4031.2
498,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,3200.0,0.0,250.0,False,47500,100.0,498,37187.5,0.0241188715813653,10124.6,2360.0,4031.2
499,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,5200.0,0.0,250.0,False,50000,100.0,499,37187.5,0.08154475629890172,10124.6,2360.0,4031.2
500,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,8600.0,0.0,250.0,False,52500,100.0,500,37187.5,0.17916876031871365,10124.6,2360.0,4031.2
501,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,12600.0,0.0,250.0,False,55000,100.0,501,37187.5,0.2940205297537865,10124.6,2360.0,4031.2
502,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,14200.0,0.0,250.0,False,57500,100.0,502,37187.5,0.33996123752781565,10124.6,2360.0,4031.2
503,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,15800.0,0.0,250.0,False,60000,100.0,503,37187.5,0.3859019453018448,10124.6,2360.0,4031.2
504,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,15200.0,0.0,250.0,False,62500,100.0,504,37187.5,0.3686741798865839,10124.6,2360.0,4031.2
505,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,16600.0,0.0,250.0,False,65000,100.0,505,37187.5,0.40887229918885937,10124.6,2360.0,4031.2
506,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,15400.0,0.0,250.0,False,67500,100.0,506,37187.5,0.3744167683583376,10124.6,2360.0,4031.2
507,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,13200.0,0.0,250.0,False,70000,100.0,507,37187.5,0.31124829516904745,10124.6,2360.0,4031.2
508,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,12400.0,0.0,250.0,False,72500,100.0,508,37187.5,0.2882779412820329,10124.6,2360.0,4031.2
509,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,12600.0,0.0,250.0,False,75000,100.0,509,37187.5,0.2940205297537865,10124.6,2360.0,4031.2
510,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,12400.0,0.0,250.0,False,77500,100.0,510,37187.5,0.2882779412820329,10124.6,2360.0,4031.2
511,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,12400.0,0.0,250.0,False,80000,100.0,511,37187.5,0.2882779412820329,10124.6,2360.0,4031.2
512,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,4000.0,1.0,250.0,False,2500,100.0,512,37187.5,0.04708922546837988,10124.6,2360.0,4031.2
513,80000.0,11720.0,False,0.95,battle_zone,0.1,0.0,False,2.0,8.0,100.0,20.0,very very sparse,2250.0,1.0,250.0,False,5000,100.0,513,37187.5,-0.0031584236594645035,10124.6,2360.0,4031.2
