,Step,Reward,ENV,ACTION-BUFFER-SIZE,PROJECTION,EXPLORE,K_EXP,K_ACT,DISCOUNT,EPSILON,EPS-DECAY,STATE-DIM,STICKY-ACTIONS,FRAMESTACK,CLIP-REWARD,M,TIME-SIG,SEED
195,10000,201.6,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
196,12500,197.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
197,15000,159.6,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
198,17500,189.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
199,20000,226.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
200,22500,302.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
201,25000,310.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
202,27500,315.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
203,30000,357.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
204,32500,247.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
205,35000,277.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
206,37500,344.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
207,40000,268.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
208,42500,298.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
209,45000,336.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
210,47500,394.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
211,50000,319.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
212,52500,340.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
213,55000,294.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
214,57500,361.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
215,60000,306.6,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
216,62500,315.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
217,65000,281.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
218,67500,294.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
219,70000,319.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
220,72500,378.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
221,75000,369.6,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
222,77500,348.6,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
223,80000,336.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
224,2500,168.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
225,5000,277.2,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
